X,Y,Z,Scat_Angle,doca
206.903,-199.512,-38.409,0.05758099999999999,4.23232
225.046,-154.82,-34.0374,-0.030776099999999997,1.29335
246.645,-181.25099999999998,-44.0224,0.004876600000000001,0.11688499999999999
223.83599999999998,-172.69299999999998,-38.3881,0.0394384,3.77308
244.731,-195.419,-23.5683,-0.012406,0.831126
243.771,-195.388,-25.0005,-0.00249469,0.276917
202.06799999999998,-192.204,-34.9679,0.015506899999999999,1.1268200000000002
235.665,-190.63099999999997,-19.0148,-0.0856004,0.397754
210.10299999999998,-161.993,-0.21351599999999998,-0.00523425,0.26127
200.24599999999998,-169.546,-24.9633,0.00656856,0.27676799999999996
231.91,-192.483,-22.1254,-0.00961035,0.10968900000000001
212.697,-174.43599999999998,-0.30248600000000003,-0.00801354,0.871411
211.768,-166.041,-11.6223,0.00692085,0.14555099999999999
203.365,-169.865,-31.5954,0.00147343,0.033019
200.86900000000003,-175.63,-17.6477,-0.014328200000000001,1.47264
249.293,-159.493,-16.8285,-0.0860653,6.9557899999999995
241.21599999999998,-162.726,-40.4376,-0.00538473,1.49032
209.544,-167.268,-31.156999999999996,0.11853,12.8716
219.952,-161.278,-2.84888,-0.00143888,4.21824
230.149,-178.058,-0.71592,-0.0346511,0.537701
229.69299999999998,-176.265,-0.17463099999999998,0.0158198,6.59877
208.271,-166.209,-8.32961,-0.00551273,1.35553
220.761,-165.56900000000002,-6.0598,-0.0286801,2.46504
239.43099999999998,-169.55900000000003,-8.52701,-0.00184784,3.37925
206.085,-182.888,-34.3088,-0.00224042,0.503272
232.55900000000003,-154.609,-3.40274,0.05145840000000001,0.11911400000000001
238.641,-161.45,-7.1710899999999995,-0.0058373999999999995,2.48799
212.188,-166.55,-23.4302,-0.00445491,0.16877999999999999
240.53599999999997,-175.176,-39.1474,-0.00758973,0.417732
212.503,-194.748,-24.5723,-0.027763999999999997,2.5237
209.628,-182.356,-22.4203,0.0029179,0.166524
239.40099999999998,-161.958,-21.573,-0.0147043,1.73595
206.347,-168.433,-27.9625,0.080435,4.95228
206.43,-155.132,-21.1158,-0.0236333,2.61967
226.90599999999998,-182.113,-5.75951,0.00116568,0.12256500000000001
232.41,-181.891,-18.565,-0.0800577,0.145985
244.489,-159.22799999999998,-6.177309999999999,0.0561471,1.28085
235.666,-150.862,-37.7592,-0.014304599999999999,1.82528
241.602,-190.49900000000002,-17.0207,-0.00705551,1.57112
231.75599999999997,-172.796,-17.7466,-0.0245679,4.755240000000001
246.354,-190.158,-4.46258,-0.00637602,0.09184919999999999
215.817,-183.8,-21.8922,0.0992757,1.82282
221.295,-175.955,-8.93857,0.0693213,7.49711
215.747,-189.93,-15.7244,0.012273899999999999,0.742318
236.13400000000001,-178.33599999999998,-23.7759,-0.0590255,0.9425450000000001
231.185,-193.17700000000002,-16.3398,-0.0118038,1.31046
211.17,-179.88,-26.0973,0.051617899999999994,2.41852
231.30700000000002,-168.954,-40.8958,0.0109014,2.5108599999999996
240.562,-199.574,-22.2496,0.0457221,2.36211
219.628,-165.82,-31.1888,-0.0009492839999999999,0.1083
241.137,-199.34,-41.5119,0.017763499999999998,0.41680100000000003
244.321,-163.702,-12.5916,0.032026799999999994,1.0965
246.05700000000002,-194.65599999999998,-20.0531,-0.0190109,1.0533
249.668,-173.857,-16.4326,-0.03961219999999999,0.449219
206.03799999999998,-188.44400000000002,-1.27653,0.057156500000000006,5.70167
230.03599999999997,-194.803,-43.7263,-0.04074559999999999,2.78074
204.333,-184.042,-20.3866,0.0247238,1.65162
220.095,-164.02599999999998,-30.1916,0.0124606,0.695579
247.99099999999999,-192.602,-4.48399,0.08763789999999999,1.98921
211.048,-150.151,-4.77356,-0.00173466,0.200245
239.06799999999998,-151.68200000000002,-12.2333,-0.0083048,1.04955
220.97,-173.479,-22.8826,0.0970445,0.795637
243.66400000000002,-154.971,-42.0087,0.026592,0.0383161
247.801,-158.51,-8.30742,0.06065840000000001,0.671243
-87.0801,168.18599999999998,96.2085,0.0267538,5.09928
-87.9366,177.916,96.0047,-0.0474513,1.56374
-51.3486,152.111,98.25399999999999,0.00289014,0.013261600000000002
-86.0748,154.335,97.9353,0.0087344,1.19624
-57.4074,155.144,118.891,0.021688,2.14929
-84.9813,189.463,126.329,-0.000950462,0.190024
191.127,-138.882,-63.4322,-0.00282677,0.158984
155.342,-105.11,-56.2007,-0.00326309,1.6114700000000002
153.71,-105.292,-70.1861,-0.00455198,0.0342108
199.85299999999998,-133.86,-56.9611,-0.011648200000000001,0.569249
192.83700000000002,-121.12799999999999,-70.7853,-0.000932757,0.203194
152.759,-142.759,-82.4884,-0.00194947,0.204071
183.676,-126.23899999999999,-58.6963,0.0211233,1.97186
187.188,-102.382,-61.4163,-0.027499799999999998,0.760768
164.18200000000002,-136.291,-79.8637,0.09065830000000001,10.4265
173.794,-145.154,-65.2852,-0.0223169,2.24398
198.56,-104.51299999999999,-52.4683,0.00143496,1.18725
196.708,-128.986,-70.8927,0.000991533,0.232911
153.475,-108.59899999999999,-55.5328,-0.0202123,1.64314
182.274,-103.667,-45.568999999999996,-0.0275531,1.19141
153.317,-135.031,-84.1181,-0.00904861,0.201551
198.305,-137.274,-51.7518,0.00384855,0.153809
175.445,-108.21600000000001,-50.1668,-0.0153816,3.70019
175.34599999999998,-126.557,-68.2484,0.0636635,1.8905299999999998
160.666,-135.47,-68.1523,0.00507333,2.56989
173.61,-135.929,-48.1252,-0.017935299999999998,0.671294
194.833,-108.01100000000001,-47.6161,0.00867394,0.0651794
192.88299999999998,-108.675,-57.9242,0.0020767,0.11821400000000001
152.625,-147.22799999999998,-89.9795,0.00258005,0.408296
156.333,-127.462,-64.7572,0.04164469999999999,0.556809
174.387,-115.46799999999999,-78.3256,-0.0155437,3.20194
196.03599999999997,-129.072,-74.8578,-0.0156566,4.73486
158.445,-118.209,-53.1421,-0.0156517,1.52231
155.235,-115.304,-63.4957,0.0144005,0.178681
176.075,-126.148,-46.5987,-0.0739777,1.36358
191.75099999999998,-127.22399999999999,-72.155,0.0118518,1.33266
80.7916,-472.548,324.428,0.000368102,0.0222873
-95.4943,72.7537,-61.6325,0.00105135,0.194018
-99.3184,78.5459,-78.9162,-0.100053,4.2994900000000005
-92.0016,90.3563,-59.4653,-0.0160999,1.69665
-62.0587,80.8566,-53.952,0.00913535,0.344095
-52.6376,78.8339,-76.3511,0.0013927,0.029405700000000003
-86.7812,91.0208,-57.3908,-0.00674001,0.5599890000000001
-63.007,58.9589,-89.1069,-0.0353083,0.385284
-66.3721,93.3268,-84.6352,0.12472000000000001,3.0509
-54.7562,65.8182,-74.7891,0.0066517,0.04711869999999999
-70.7782,55.9698,-66.3115,0.00168238,0.758999
-52.3106,71.003,-88.6042,0.0199715,0.450233
-70.2891,53.4377,-58.4035,-0.0104515,0.44079799999999997
-80.6547,68.3901,-87.5384,-0.012948699999999999,0.432824
-71.3059,77.506,-80.6932,0.000550096,0.285841
-60.4837,82.9331,-60.1615,-0.017249599999999997,1.5357
-59.2172,81.2516,-59.1706,0.010817700000000001,0.449787
-84.3591,55.9324,-81.4105,0.0958191,0.31639
-51.9417,57.8448,-72.2199,-0.00367408,0.0429685
-61.9411,81.5362,-45.2983,-0.141726,5.83007
-56.6618,85.3042,-53.0451,-0.0770936,2.03959
-62.9413,94.0161,-82.6243,-0.00497921,0.306685
-72.0552,55.3118,-67.5211,-0.00400507,1.0619399999999999
-60.7082,71.0417,-78.6931,0.029024200000000003,0.7294430000000001
-64.3043,79.8352,-55.2841,0.00297513,2.2174400000000003
-93.2565,69.673,-49.1165,0.0263772,0.7936350000000001
-64.8015,96.4157,-47.3599,-0.0221079,1.18361
-73.6799,98.6163,-61.3811,-0.00474125,0.22593200000000002
-67.6871,77.5872,-64.2351,-0.0368963,2.0551
-50.7532,61.5302,-69.8265,-0.027964199999999998,0.020988099999999996
-99.8836,77.9338,-47.7072,-0.0972138,9.94996
-81.6193,69.5746,-58.7205,0.00204499,1.15564
-82.5059,93.4479,-84.4172,-0.050195800000000006,8.66024
-55.7636,71.3604,-81.6237,0.0105948,0.178123
-86.3417,58.8342,-61.7979,-0.0124549,0.7769510000000001
-74.0722,54.8437,-67.4178,0.00285006,12.8625
-53.4363,81.7718,-47.5347,-0.0385287,5.57909
-60.5916,72.5116,-46.4997,-0.00260127,0.36690300000000003
-61.4053,71.253,-60.8686,-0.0037431999999999995,0.0324657
-93.3409,91.68700000000001,-80.1209,-0.0118265,0.9131299999999999
-61.7541,74.6472,-56.6846,-0.156144,2.7906299999999997
-88.3414,56.8326,-58.7871,0.00046670699999999996,1.34564
-75.7941,69.2669,-86.7104,0.00799589,0.756808
-99.6779,61.4885,-55.0992,-0.0973836,0.211002
-82.8851,58.786,-64.6244,-0.015881,0.9792
-78.6709,56.4979,-72.2717,-0.0240352,0.142043
