X,Y,Z,Scat_Angle,DoCA
-249.085,164.428,-45.4148,-0.0618743,1.8887
-249.817,169.313,-74.5951,-0.0308324,1.5192
-222.505,150.008,-51.5919,0.00455061,1.31602
-242.996,171.6,-55.6085,0.0187313,0.426182
-232.27,153.237,-81.5995,0.0241402,1.07704
-239.576,150.893,-73.1567,0.00635381,0.402736
-221.34,158.444,-57.1038,0.0261997,1.47486
-220.779,194.524,-87.4001,0.0460231,1.63627
-215.189,156.429,-47.6716,-0.196993,18.3297
-247.181,196.167,-78.9556,0.0147531,0.555345
-227.334,156.397,-69.0537,-0.0828964,5.05669
-232.298,154.504,-54.1458,0.125005,8.19448
-222.223,153.451,-72.6318,0.0597278,21.4591
-216.198,185.963,-77.4863,0.0389008,3.034
-202.711,152.098,-65.8808,0.0235142,8.14369
-218.099,185.567,-63.9118,-0.0303723,0.946555
-203.383,150.157,-55.7765,-0.00809175,0.483729
-219.894,175.171,-56.1432,-0.0282922,1.69399
-228.889,164.261,-82.8354,0.0733528,3.03843
-232.215,163.47,-49.248,-0.0909828,2.8977
-225.963,167.815,-65.9287,0.139539,8.14535
-231.837,185.428,-55.6018,0.344482,3.51009
-236.616,178.135,-45.7785,-0.00322947,0.949855
-229.941,190.717,-81.8354,0.122081,3.59019
-246.859,193.868,-72.8428,0.00207424,0.393262
-214.88,159.504,-52.2696,0.04025,5.312
-239.437,157.183,-73.6944,-0.00295168,0.558162
-209.592,176.686,-47.4509,0.305451,1.35984
-237.167,160.414,-45.8368,-0.0431811,0.148437
-235.846,175.567,-45.2815,-0.0441708,0.789103
-218.979,168.401,-52.4694,0.0359068,2.58013
-210.811,171.397,-75.0703,0.0396699,12.3746
-248.705,159.772,-50.0734,-0.00715598,0.147493
-212.917,186.208,-45.4239,-0.0111929,0.450261
-211.227,159.307,-52.6463,-0.0194951,0.184394
-245.58,168.148,-46.8722,-0.0467324,0.105225
-212.852,167.398,-57.791,-0.0245373,1.0982
-248.366,170.583,-80.6812,0.000850411,0.598873
-239.278,158.211,-61.8679,0.0166218,3.07795
-200.568,183.846,-82.0573,-0.0381975,4.91917
-246.063,161.358,-45.4109,0.0625411,8.88794
-216.86,174.609,-81.8261,-0.0494104,6.87291
-215.708,168.418,-51.4911,-0.0145176,2.78503
-243.796,175.528,-78.437,-0.0055318,0.0623287
-235.479,165.034,-46.4892,-0.0146448,0.50223
-249.263,198.622,-57.8649,0.010139,1.02403
-225.404,171.897,-65.3416,0.135868,8.33711
-245.265,179.734,-74.2868,-0.019978,3.50119
-224.187,165.8,-77.5821,0.00492196,1.21651
-241.272,176.812,-84.0241,0.0356894,3.85754
-226.633,195.522,-68.5331,-0.0292825,2.59431
-240.52,168.22,-69.5223,0.0103601,0.101774
-214.039,157.575,-70.0308,-0.220528,4.00218
-207.075,177.666,-89.5505,0.078044,1.32662
-206.842,165.665,-49.2719,-0.043857,11.0369
-234.231,172.987,-47.0904,-0.0168826,1.22545
-220.04,167.076,-68.1769,-0.0108561,0.863577
-201.713,152.904,-45.4122,-0.076353,1.92894
-218.971,182.42,-63.5523,-0.00397387,0.0737288
-203.145,179.129,-52.3785,0.0217377,14.7199
-204.871,180.195,-61.4355,-0.00492137,6.62739
-230.987,169.265,-66.5924,-0.0150299,0.478863
-231.517,183.256,-56.6107,-0.136811,38.1345
-205.553,187.75,-80.2964,0.00716091,0.883936
-205.396,165.329,-59.5632,0.0216858,1.47393
-236.993,154.695,-63.0363,0.0411036,5.69018
-231.355,166.045,-83.7181,-0.00708499,0.520739
-246.828,181.372,-76.8369,-0.015162,0.00301406
-218.952,163.545,-45.306,-0.0974383,1.60744
-206.012,165.705,-55.0647,0.0344281,1.07798
-216.746,195.206,-89.1393,0.110684,19.2403
-218.662,168.785,-83.8327,-0.023747,0.503609
-246.235,190.388,-54.9098,0.00729976,0.294645
-235.156,196.947,-72.5788,-0.0594149,4.53141
-236.601,157.217,-72.1493,-0.070061,2.88287
-241.353,150.658,-88.2243,-0.0485967,0.491967
-239.003,198.877,-81.239,0.0228206,0.34683
-202.862,183.62,-66.0557,0.0345651,20.1008
-221.359,169.524,-82.2955,0.0261625,7.17866
-227.227,171.806,-45.8992,0.00860167,0.536463
-206.119,150.586,-48.3845,0.00227524,0.243794
-224.21,194.325,-84.4647,-0.00740456,0.378627
-227.638,182.804,-70.7345,0.0134441,1.12703
-221.627,181.719,-81.4242,-0.00678889,1.16262
-228.891,189.798,-59.7587,0.000327307,1.29686
-240.917,196.632,-68.5555,-0.0350902,0.278318
-238.726,198.411,-74.5167,0.0858935,2.32627
-210.376,157.937,-59.6613,-0.00709989,0.0404373
-234.141,176.17,-65.8754,-0.00859362,0.92121
-228.386,196.989,-88.5142,0.0177066,0.65812
-242.688,168.142,-56.1909,0.0128233,2.61999
-202.325,161.275,-56.4778,-0.0224456,7.16216
-245.74,185.683,-76.2066,0.351765,1.04616
-206.773,165.868,-74.3216,-0.0803381,0.839356
-243.81,194.954,-66.39,-0.0931705,11.7053
-233.673,160.346,-61.3507,0.207792,0.173764
-247.56,182.247,-66.9018,0.0281068,0.61166
-241.077,189.785,-61.8203,0.10462,0.751419
-214.381,188.724,-67.8083,-0.0266528,0.0776073
-218.97,190.747,-47.4857,0.0423576,1.8504
-215.271,181.973,-53.6751,0.0706501,2.88842
-243.726,151.854,-60.1871,0.0205182,0.337713
-238.679,177.121,-53.485,-0.161273,0.870849
-233.896,166.276,-88.9177,-0.00183275,0.00602705
-204.479,156.054,-64.5252,-0.00220924,1.67694
-204.431,152.367,-75.655,0.0799626,9.195
-204.174,170.363,-72.8044,-0.0450399,0.482244
-245.226,180.823,-65.1346,0.0104234,0.957473
-248.229,186.72,-89.0909,0.000714041,1.25754
-242.41,184.364,-45.9936,-0.0223047,0.236168
-242.704,190.754,-87.8239,0.111227,0.831256
-234.979,161.451,-70.3894,0.010103,0.200805
-232.204,170.21,-66.2838,0.0515853,2.85477
-245.907,159.081,-72.4132,-0.00379178,0.0790437
-243.266,162.786,-73.2003,-0.0572975,0.311221
-230.723,153.661,-56.5289,-0.121135,10.7765
-240.979,156.275,-72.3964,-0.0445308,0.17954
-234.347,157.978,-62.2588,0.0664487,3.03226
-227.234,198.618,-71.1689,-0.00778001,0.794689
-241.682,163.781,-80.0216,-0.00336363,0.102494
-230.369,164.165,-89.5,-0.000717346,0.0285393
-240.394,159.2,-62.2327,0.00595115,0.176573
-245.408,186.096,-73.0108,0.00100593,0.0128751
-243.394,170.399,-74.7973,-0.0220299,0.360665
-208.569,151.275,-49.6365,-0.00598969,0.110698
-247.452,185.651,-89.935,0.0126813,0.0664644
-247.91,188.447,-89.4445,-0.0010155,0.0173369
-234.903,187.509,-55.6848,-0.0323369,1.39935
-215.879,163.938,-74.4421,-0.0178149,0.252559
-237.018,189.12,-47.6031,-0.00143639,0.123381
-241.71,169.269,-81.6412,0.0380088,0.729152
-234.735,191.818,-62.1392,0.158133,7.09969
-210.273,158.083,-69.7545,-0.0464198,2.09163
-243.254,163.876,-81.7651,0.00991341,0.158838
-220.767,151.848,-47.2137,-0.123916,0.501946
-223.535,157.859,-55.4069,0.0535041,3.08206
-226.921,165.024,-72.7108,0.116194,7.03863
-231.344,154.65,-47.9004,-0.0216978,0.520176
-211.341,176.195,-79.9079,0.00248283,1.24783
-247.135,159.384,-85.116,0.0492248,0.320471
-247.845,163.703,-76.4912,-0.0072149,0.21124
-230.736,181.411,-75.1795,-0.0931989,8.68645
-235.603,153.682,-79.4093,-0.0535828,1.0854
-233.323,188.549,-53.0453,0.0664056,1.60224
-214.793,188.861,-55.5065,-0.0395162,5.68486
-248.993,162.924,-83.2228,-0.0148945,0.0492251
-221.968,182.921,-76.779,-0.0464367,0.391453
-232.936,183.883,-68.225,-0.0395129,2.69054
-234.394,185.215,-57.1282,-0.0128402,0.746122
-240.512,187.521,-58.4879,0.0989642,1.95433
-229.355,157.983,-88.6146,0.158156,8.0748
-240.634,176.413,-68.2253,-0.0157261,0.102489
-242.46,151.04,-69.8148,0.00868878,0.451778
-202.717,187.139,-48.6966,0.00169546,0.0526037
-220.646,181.904,-45.8922,-0.00951695,0.320428
-247.622,182.602,-65.4276,0.0350664,0.304326
-217.235,161.602,-70.0818,0.00285399,2.37656
-249.172,177.61,-81.4742,-0.00116764,0.077845
-232.981,162.039,-59.5602,-0.22534,1.13385
-215.765,172.07,-45.0196,0.0640013,2.89472
-245.583,162.686,-72.9032,0.00726077,0.172739
-212.48,158.622,-69.825,0.12532,1.69636
-217.25,190.031,-63.1049,0.0188002,1.20538
-241.611,198.08,-47.0674,-0.130058,0.0613376
-204.672,194.556,-57.4517,-0.0091987,0.736587
-200.196,155.22,-79.7422,0.00115133,1.38334
-237.935,181.86,-76.1348,-0.0260537,10.4264
-235.918,173.637,-47.3437,0.026176,0.357939
-221.622,199.546,-46.1982,0.00829303,1.42062
-235.065,186.4,-61.5573,-0.142416,0.99366
-239.772,177.664,-52.6556,-0.13183,5.84309
-217.728,151.564,-87.7255,0.0233633,2.75474
-232.981,190.679,-82.6351,-0.153905,1.53968
-226.873,168.142,-84.4447,-0.143664,0.328756
-223.447,150.966,-47.8946,-0.000757583,0.0118056
-241.052,186.917,-67.6013,-0.00193904,0.2674
-204.836,196.446,-61.9927,0.00391412,0.0456007
-226.666,173.415,-75.8281,0.0154002,1.047
-244.497,190.681,-84.3116,0.242957,2.49317
-167.72,87.2482,-22.0317,-0.0991399,12.5095
-172.964,77.4021,-41.273,0.0292868,1.36233
-186.114,68.4205,-8.33178,-0.0440085,0.687599
-172.278,92.9041,-2.47286,-0.00181325,0.277446
-152.824,68.6946,-36.0866,-0.0493309,7.31995
-160.213,88.8599,-35.0239,-0.0923062,2.35932
-198.585,57.1029,-26.9953,0.0263029,0.0818087
-179.479,75.6362,-40.4294,-0.0148234,0.548259
-186.043,72.4662,-4.79464,-0.0965773,8.27007
-195.733,79.4439,-29.8463,0.00277246,0.534503
-173.595,64.2654,-23.0667,-0.0869641,2.62572
-167.324,80.0543,-29.7962,-0.165189,1.12273
-168.576,65.3013,-17.5385,0.0213579,1.4562
-168.839,78.0508,-43.8231,-0.0595855,1.08343
-175.485,70.2979,-3.80625,0.0121021,2.98777
-156.349,83.5067,-44.3857,0.0738097,6.43402
-163.066,59.2035,-38.1696,0.0599623,1.21608
-158.055,88.922,-43.9966,-0.00942122,2.50421
-158.112,65.7565,-36.092,0.0122985,0.558834
-185.808,95.1667,-7.08281,-0.0349572,1.68207
-181.939,86.2836,-8.14321,-0.0144772,0.466539
-182.625,61.3123,-34.344,-0.0170154,2.84821
-151.045,58.9018,-19.7246,0.00902012,0.366634
-152.072,76.5793,-24.5619,0.0490194,0.323017
-199.015,74.3922,-41.6166,-0.0228146,10.0449
-180.306,84.5814,-20.5278,0.0329698,0.203897
-193.988,97.5277,-0.543532,0.0586759,1.29441
-189.674,89.5642,-35.8231,-0.0123829,0.729999
-157.723,79.1922,-33.9069,-0.02352,0.131608
-176.741,96.6965,-20.6751,0.0123158,0.047336
-181.378,62.3152,-21.5595,0.0595172,5.69541
-166.13,87.785,-16.8949,0.0328941,0.749079
-171.918,52.431,-30.2067,0.0157618,1.06523
-196.527,80.4765,-13.4459,-0.0174376,1.00751
-151.382,84.5399,-38.5073,-0.0769896,6.39964
-191.975,87.5647,-32.5395,-0.0105477,0.252566
-196.744,87.3985,-42.6974,0.095363,1.51017
-169.287,83.4949,-17.8199,-0.0211728,0.372004
-173.076,62.6859,-7.55715,0.0963869,1.90137
-181.178,67.9809,-1.96423,-0.0220857,0.444316
-178.068,95.5859,-1.0941,0.00196411,0.36393
-189.034,79.0796,-6.41125,0.0089083,0.645566
-186.798,55.857,-3.52011,0.0174101,0.341156
-187.41,69.5215,-2.90703,-0.0280003,1.91577
-170.475,62.7859,-39.3572,0.00623936,0.327473
-195.805,61.778,-4.54761,0.00560782,1.11625
-179.843,73.3462,-15.2096,-0.0391025,0.985421
-152.191,50.9703,-10.2117,0.0193379,0.00698771
-185.78,56.8528,-16.2979,0.00891888,0.844979
-150.603,97.4299,-40.2924,0.00470237,0.219992
-160.009,63.392,-29.5387,-0.0159455,0.998649
-171.305,69.5402,-26.297,0.0635954,2.03061
-185.422,74.9619,-27.0745,0.0467554,0.666099
-166.38,71.5173,-9.70494,-0.0205266,1.6375
-165.3,90.2982,-33.9941,-0.0047624,0.253088
-173.822,86.4092,-10.1352,0.0609537,2.17964
-156.315,73.6316,-20.7887,-0.101673,3.69451
-186.045,75.8053,-27.0606,-0.00936887,3.03009
-181.118,91.3027,-6.4981,0.0297917,1.45066
-198.184,78.2311,-34.4906,0.171799,0.834274
-171.993,52.628,-44.0047,0.0662473,0.537873
-171.536,67.9987,-38.2643,-0.0102169,0.551121
-172.636,71.4496,-16.2238,-0.0157232,1.04429
-171.782,85.6571,-8.15198,-0.0095126,2.51982
-154.253,69.958,-22.4803,-0.00751399,0.207377
-174.544,80.0461,-38.7779,-0.0274959,0.920489
-194.078,69.2795,-37.2143,-0.00657404,0.960869
-171.036,96.3378,-28.0743,-0.0219855,1.44325
-194.765,57.1934,-29.8802,-0.00395048,0.223921
-150.114,92.7395,-26.4548,-0.00791423,1.29171
-195.463,75.2535,-13.2724,0.0393313,0.622485
-152.225,77.9361,-9.79819,0.0689825,2.49269
-190.304,81.5312,-29.1972,-0.0521589,0.235228
-185.827,88.6689,-2.80404,-0.00560123,0.184198
-181.255,57.9285,-37.7463,-0.167944,2.54016
-171.135,83.3159,-5.65145,0.0304347,4.97266
-170.814,57.6256,-31.5339,-0.0159665,1.92961
-164.415,83.0742,-19.2427,-0.039471,0.736922
-151.884,62.3168,-2.79716,-0.0675305,2.06574
-156.127,96.9338,-12.1725,0.00956079,0.316803
-167.757,70.8621,-2.09805,-0.0116744,0.535343
-168.344,77.3738,-33.7172,-0.0126265,0.0784258
-169.963,65.1023,-36.8124,-0.0241126,1.14486
-173.038,67.3437,-41.7144,-0.00775338,1.21444
-171.239,59.9222,-37.1081,-0.0076205,0.899462
-195.413,81.3075,-0.146476,0.0120362,0.268
-165.268,61.3815,-37.4544,0.0595401,2.33755
-177.323,57.0735,-41.2858,0.215239,3.97867
-150.681,64.3698,-22.9231,0.198452,7.96594
-192.073,91.7122,-44.8922,0.0128594,1.67273
-175.849,70.0899,-44.6913,-0.0231811,0.883787
-194.534,63.9087,-39.3665,-0.0563123,0.606186
-175.951,58.1897,-7.91022,0.0246182,0.651164
-159.957,55.4343,-19.4982,-0.0580704,7.12207
-156.527,76.656,-2.06444,0.0101377,0.286159
-162.74,68.8003,-4.40275,-0.0138632,2.94855
-182.226,53.1343,-39.5381,-0.0605343,4.21739
-173.246,51.9327,-43.377,-0.0374514,0.714213
-157.143,84.9045,-27.7036,-0.0198528,1.03391
-154.752,50.9676,-8.85614,0.131514,11.3534
-150.228,88.3048,-40.4961,-0.0193138,0.523386
-174.456,82.2417,-4.34739,-0.0555048,0.253176
-161.452,80.497,-40.2533,-0.0439191,0.966378
-181.282,99.8873,-21.5401,-0.140403,8.09364
-171.819,52.7019,-1.53023,0.000595827,0.998495
-196.329,97.7338,-7.90855,0.0164493,0.159512
-158.353,94.8117,-2.88415,-0.0210272,0.203434
-162.493,78.6521,-20.8672,0.0465142,0.893968
-194.644,85.1403,-11.3098,0.013369,0.617326
-157.873,86.635,-14.9133,0.0340389,7.86413
-154.058,81.3525,-32.9761,-0.00391857,0.740399
-165.966,90.0779,-10.3122,0.031853,1.8462
-164.028,68.4211,-29.594,-0.0863657,1.71687
-164.932,68.5801,-30.8117,-0.00423312,0.127661
-199.71,76.1883,-32.9052,-0.093962,1.60145
-181.177,60.1974,-30.2074,0.0155434,2.22718
-176.195,66.3993,-1.23112,0.0399948,2.62338
-172.074,94.3716,-41.9787,-0.126915,14.2642
-155.434,65.477,-43.3439,0.132857,0.928224
-184.895,68.1439,-32.8522,-0.106232,0.695534
-173.853,88.306,-7.34325,-0.0245537,0.725848
-198.783,89.5818,-13.6206,0.0188937,0.851561
-163.817,75.8844,-43.0566,0.0341975,2.83338
-150.263,81.2101,-38.9732,0.0176742,0.627791
-170.271,90.6262,-8.43958,0.013986,0.248899
-189.053,81.3653,-10.7494,-0.00645222,0.0334579
-172.915,96.4568,-38.5964,-0.0176973,1.01805
-185.016,81.1123,-26.6946,-0.00467296,0.936254
-171.253,61.7732,-43.4201,-0.211052,2.05418
-163.581,71.0586,-24.4428,0.0583199,0.893773
-192.936,88.4119,-0.162575,-0.183431,8.00207
-195.257,61.2065,-35.4625,-0.0618882,1.87851
-186.545,59.4738,-26.9189,-0.00562138,0.122754
-176.8,91.704,-3.11702,0.122564,5.25878
-161.882,95.3243,-22.5324,-0.0518657,0.653528
-156.092,69.8572,-36.2536,-0.0142347,0.418406
-167.339,74.5247,-27.1603,0.0011205,0.464223
-159.446,68.0554,-9.86518,0.00438975,0.208592
-158.481,71.8297,-39.533,-0.00449902,0.202465
-169.886,76.4999,-26.9005,0.00863762,1.73588
-172.638,91.3384,-15.9087,0.00914529,1.37574
-154.579,71.2231,-24.086,-0.018506,0.134619
-197.482,98.1472,-38.735,-0.0259825,0.916741
-188.586,88.8025,-34.7052,0.0174388,2.23721
-197.404,90.9058,-9.92545,0.00780872,0.389321
-159.537,59.2647,-22.8831,0.00785546,0.304972
-185.163,85.6759,-26.0052,0.00032993,0.0790218
-165.886,98.5629,-7.15475,-0.00627237,0.00886161
-198.779,95.9312,-33.0712,0.0722571,0.921802
-179.72,88.105,-14.7033,0.00537318,0.109959
-153.882,59.7207,-27.1234,-0.0662152,0.121892
-167.137,76.8816,-32.5811,-0.0727283,5.87089
-189.916,71.6848,-4.84414,0.012528,0.0981397
-193.457,85.5568,-41.8957,0.0127287,0.98264
-190.779,75.2247,-41.3803,-0.0104519,1.89369
-191.387,74.84,-33.4766,-0.0367158,1.55
-196.162,95.8983,-9.96418,0.0988622,1.8585
-160.094,68.8222,-32.1693,0.00358091,0.659151
-197.015,62.1203,-31.1373,0.0688393,0.188679
-184.886,68.2149,-31.8652,-0.102929,2.16829
-163.765,65.9803,-8.52797,0.0175532,2.34757
-197.168,66.6379,-23.6062,-0.115691,2.54385
-173.068,51.6373,-21.3424,0.0947965,0.572138
-199.583,98.8254,-18.6941,-0.024543,3.9913
-199.466,68.9493,-13.6079,0.0220061,2.3934
-174.511,83.5976,-29.605,0.00325198,0.127795
-169.15,76.6553,-23.2685,0.0132327,3.35569
-187.862,65.2657,-19.3695,0.0970327,2.85588
-197.064,97.2149,-28.3827,0.0480361,2.3192
-183.255,73.9268,-41.8284,-0.0247488,1.98059
-196.635,96.6606,-17.9549,-0.000706754,0.142077
-152.274,78.6747,-19.1743,-0.00899909,4.14716
-190.98,88.3187,-34.5409,-0.00983891,0.0772721
-159.285,56.6247,-37.6147,0.141434,0.0351321
-182.805,68.539,-10.0459,0.0325192,0.67377
-192.069,81.7611,-14.3416,-0.17387,0.897384
-162.347,94.6076,-2.14271,0.034985,0.587005
-196.28,83.4049,-24.4206,-0.0154175,0.470601
-177.597,74.5994,-2.13865,-0.0254719,2.07846
-158.682,96.9284,-13.8544,-0.108715,4.58402
-183.092,53.1924,-40.1472,-0.0149897,5.58064
-187.808,55.8222,-30.5434,-0.0377417,1.11927
-158.04,62.086,-0.0802065,-0.00174638,0.535889
-194.679,55.6388,-22.3993,-0.00734392,0.629804
-152.152,79.2708,-16.5263,0.0469359,2.41385
-164.179,90.9419,-12.2593,-0.0105023,0.33875
-151.131,97.6544,-10.7637,0.0117707,0.791764
-152.23,50.3302,-21.5349,-0.00749269,0.0992751
-196.433,95.8977,-27.9456,0.029462,0.177736
-159.993,69.1746,-3.12007,0.0237407,1.02773
-180.948,91.4833,-39.6484,-0.0209279,0.799757
-177.519,76.7572,-21.7384,-0.193668,0.0825416
-162.08,70.2528,-36.2861,0.00780877,0.893604
-199.043,95.4559,-41.874,-0.0547457,4.26742
-169.736,69.0667,-32.4682,0.0882092,0.882985
-186.313,67.9769,-5.94431,-0.0422706,1.13604
-158.708,62.5872,-5.8141,0.0417775,23.2683
-158.42,93.5176,-42.4392,0.0849314,0.164531
-153.8,82.95,-38.0835,-0.123386,2.75041
-150.129,82.3504,-27.2075,0.0480858,1.84814
-175.805,83.6248,-32.5694,-0.245736,17.6042
-158.856,52.8641,-23.2881,-0.00524824,0.084688
-164.008,67.0522,-11.7786,-0.114261,0.221901
-181.773,76.3303,-37.2891,0.0125551,0.930771
-157.779,81.6306,-21.8862,0.00551029,11.5225
-174.848,88.027,-44.5248,0.0135436,1.37323
-157.997,72.7284,-38.6715,0.0327092,0.246671
-173.657,75.8984,-6.58693,0.0197449,0.122176
-197.385,86.2181,-25.0713,-0.0660089,4.22319
-197.039,97.232,-32.9507,0.113004,20.5408
-176.933,98.9794,-2.20577,-0.0542984,0.900199
-153.451,62.8377,-21.7581,-0.00869371,0.754698
-190.53,74.2632,-44.313,-0.0689049,4.78099
-170.333,66.6656,-23.8344,-0.0793707,4.90189
-168.843,59.05,-18.2248,-0.0166894,1.148
-180.159,65.4763,-19.7157,-0.0147541,0.166151
-166.171,64.4814,-36.6029,-0.0270808,1.60815
-150.888,69.4561,-5.03787,0.00722035,0.400252
-158.577,76.3876,-38.7279,0.00489329,3.07472
-159.29,91.9454,-14.3479,0.0280337,0.573214
-170.451,54.2991,-33.897,0.0080353,0.105363
-187.371,68.3361,-38.2537,0.0147961,0.93358
-157.752,98.852,-15.6644,-0.082083,5.59666
-166.394,94.1621,-8.38927,-0.0743703,2.23893
-198.186,95.0809,-1.75859,-0.0226901,2.22887
-162.161,64.7743,-18.5081,-0.0204246,0.218366
-153.311,91.7863,-16.2331,0.00906351,0.237165
-153.112,75.2817,-2.56192,0.00877904,1.0074
-156.671,95.5662,-0.544055,-0.023421,1.68673
-160.159,69.9754,-21.8788,-0.00322005,0.419886
-153.679,93.915,-13.3234,0.127452,0.835939
-154.124,97.4923,-16.7933,0.160453,1.47668
-180.411,81.2459,-27.9893,-0.0537717,2.19217
-152.593,57.6698,-0.414451,-0.00872184,1.25365
-151.475,79.9421,-20.5729,-0.00986038,0.19544
-170.367,88.9092,-31.4998,0.0356862,1.6293
-173.294,55.3102,-27.9222,0.0224605,2.08356
-173.399,56.8161,-4.06554,0.00483644,0.137459
-153.14,86.8967,-11.1544,-0.00338483,0.256386
-185.265,88.308,-20.2352,-0.026276,0.495678
-174.777,71.9368,-6.67212,0.00505011,0.141831
-172.076,67.9821,-8.7261,-0.0690185,0.0348593
-192.953,55.7138,-34.046,0.0292645,0.992765
-181.206,66.9147,-27.9226,-0.0041372,1.09671
-152.326,94.213,-5.70337,-0.0296596,1.67449
-176.573,76.636,-32.3617,-0.00552881,0.45791
-197.526,60.801,-21.332,-0.00407712,1.37951
-178.086,85.6211,-24.0539,-0.035749,1.59008
-160.613,85.5297,-29.3493,0.00442812,0.27665
-150.21,88.6754,-6.08657,-0.00827359,0.889583
-167.436,88.8338,-18.6007,0.0175066,3.80451
-166.847,79.5946,-30.1042,-0.0111868,0.0796021
-192.635,55.7158,-22.4391,0.03161,0.133691
-189.192,97.0464,-7.91949,0.0121957,0.413407
-195.46,75.477,-40.4955,-0.0813838,0.828073
-182.172,88.2102,-10.9893,-0.00161505,0.285704
-169.412,94.8434,-32.8381,-0.0182751,0.258958
-175.929,60.5506,-33.7936,0.00739531,0.354012
-168.619,68.2246,-37.3717,0.0702855,4.27872
-189.204,96.48,-13.3606,0.00748284,0.952625
-181.792,90.9547,-34.5938,0.0794088,1.57036
-193.509,84.2134,-23.3469,-0.000489069,1.78906
-176.255,92.4397,-33.5161,-0.00860063,0.0465822
-162.434,62.6951,-41.3589,0.159949,3.08711
-151.602,87.1457,-34.7687,0.0120342,1.79407
-154.458,88.3043,-8.75468,-0.0955775,0.103273
-165.621,80.4018,-8.27109,0.0317427,1.32124
-186.757,71.9657,-2.52125,0.0177228,0.251304
-160.184,74.5507,-26.9209,-0.0216629,0.420925
-193.504,80.1764,-21.9642,-0.00934899,4.79192
-153.413,59.6218,-13.8167,0.093827,0.125014
-189.861,54.4907,-6.93621,0.155211,1.50413
-186.999,74.3403,-0.765001,0.00354478,0.1673
-165.279,79.4326,-35.8103,-0.0790939,0.729897
-197.667,50.3538,-12.3132,-0.0336855,1.34354
-176.822,90.1421,-17.7722,-0.0447321,9.06124
-152.097,82.6069,-17.3562,0.0739093,1.68791
-187.268,83.6131,-31.8606,-0.0365386,3.26144
-169.718,69.2849,-32.5182,0.0217707,1.08633
-173.05,50.7774,-41.304,-0.000876549,0.0157811
-162.841,84.7823,-23.5702,-0.133076,11.0787
-184.47,58.5296,-20.0309,0.0153602,1.3868
-154.162,84.4912,-8.29377,0.0101189,0.110061
-169.965,70.9378,-30.2995,-0.0564026,4.15424
-173.68,93.9335,-12.8707,-0.0529598,2.71494
-166.931,68.7959,-32.1812,0.00551389,0.194466
-198.21,89.3098,-8.04347,0.0327068,2.45674
-186.672,69.6274,-6.20476,-0.00646972,0.0866953
-157.357,74.4013,-27.0712,-0.00373004,3.19606
-155.999,85.3655,-19.6247,-0.0267183,1.91128
-165.85,56.8836,-34.6672,0.212791,13.4965
-190.813,69.6114,-42.7286,0.106656,2.36719
-193.696,76.757,-28.181,-0.0489236,1.34419
-152.068,85.2741,-1.75668,0.0119326,0.455001
-156.606,84.7427,-7.12409,-0.073303,3.92389
-199.425,52.3931,-10.8898,-0.00520091,0.151121
-188.386,97.9703,-33.9908,0.0447691,0.49376
-191.915,79.2015,-7.63175,0.0512597,1.13906
-157.45,76.8877,-14.0142,0.0116526,0.211953
-155.399,98.9336,-6.38687,0.00983742,2.7355
-157.681,98.6796,-10.7127,0.0674014,0.487353
-168.963,62.7334,-26.1157,-0.0762881,2.63077
-179.43,78.3426,-23.8351,-0.0109312,0.537842
-156.499,66.5238,-28.4938,0.106953,0.505323
-154.507,53.7633,-19.9532,-0.0677182,1.00439
-185.289,84.779,-22.3851,-0.0250458,0.177131
-152.843,63.6864,-28.0762,0.00631381,0.0673788
-162.752,88.3345,-0.27172,0.0257187,1.57308
-165.17,62.7752,-22.6774,-0.0443459,0.378368
-154.866,69.1646,-18.9894,0.0508765,4.87782
-169.104,76.4205,-18.9283,-0.00763909,0.549554
-164.908,99.5069,-22.5647,-0.0133441,2.37516
-190.388,60.3406,-35.4343,-0.0178233,0.933627
-168.434,60.7696,-6.63165,-0.0150738,0.934083
-156.509,53.3056,-33.376,-0.0122015,0.766491
-153.809,58.4806,-37.6492,0.0162026,1.20325
-183.825,93.4795,-34.2036,0.0294639,2.68915
-193.215,58.0115,-7.94246,-0.0263358,0.743247
-175.031,78.1688,-10.5098,0.000801543,0.527989
-195.173,85.8832,-40.2346,0.0111212,1.53048
-187.579,61.4619,-11.6826,0.0187959,0.385412
-184.708,87.818,-23.0284,0.0206137,0.149905
-199.952,73.9494,-40.8482,-0.0194948,2.98504
-176.511,54.718,-17.1507,-0.0077306,0.485797
-168.138,77.9058,-42.0196,-0.0129998,0.469869
-175.946,54.8851,-10.0255,0.0216756,1.12234
-179.787,82.3117,-16.0981,0.014662,1.45878
-170.71,63.6708,-34.9344,-0.00583273,1.1943
-162.309,50.8223,-44.1738,0.00190061,1.79932
-155.849,65.5238,-4.94736,-0.0501065,1.67232
-151.014,83.9348,-7.74137,0.0115408,0.889727
-197.889,56.4145,-28.4938,0.00241177,0.0163087
-179.215,88.0029,-41.5541,0.00207424,0.195041
-165.558,71.4455,-32.157,0.064129,0.103219
-170.365,86.2642,-15.3052,-0.00512658,1.29545
-165.623,93.3425,-6.63344,0.00448172,4.49382
-185.249,68.1474,-24.7999,0.141233,6.69652
-168.266,56.4394,-5.57378,0.00393501,0.100591
-187.665,78.8064,-1.88359,-0.0120563,0.265304
-165.665,97.946,-42.6209,-0.0283592,0.295882
