206.903	-199.512	-38.409
225.046	-154.82	-34.0374
246.645	-181.251	-44.0224
223.836	-172.693	-38.3881
244.731	-195.419	-23.5683
243.771	-195.388	-25.0005
202.068	-192.204	-34.9679
235.665	-190.631	-19.0148
210.103	-161.993	-0.213516
200.246	-169.546	-24.9633
231.91	-192.483	-22.1254
212.697	-174.436	-0.302486
211.768	-166.041	-11.6223
203.365	-169.865	-31.5954
200.869	-175.63	-17.6477
249.293	-159.493	-16.8285
241.216	-162.726	-40.4376
209.544	-167.268	-31.157
219.952	-161.278	-2.84888
230.149	-178.058	-0.71592
229.693	-176.265	-0.174631
208.271	-166.209	-8.32961
220.761	-165.569	-6.0598
239.431	-169.559	-8.52701
206.085	-182.888	-34.3088
232.559	-154.609	-3.40274
238.641	-161.45	-7.17109
212.188	-166.55	-23.4302
240.536	-175.176	-39.1474
212.503	-194.748	-24.5723
209.628	-182.356	-22.4203
239.401	-161.958	-21.573
206.347	-168.433	-27.9625
206.43	-155.132	-21.1158
226.906	-182.113	-5.75951
232.41	-181.891	-18.565
244.489	-159.228	-6.17731
235.666	-150.862	-37.7592
241.602	-190.499	-17.0207
231.756	-172.796	-17.7466
246.354	-190.158	-4.46258
215.817	-183.8	-21.8922
221.295	-175.955	-8.93857
215.747	-189.93	-15.7244
236.134	-178.336	-23.7759
231.185	-193.177	-16.3398
211.17	-179.88	-26.0973
231.307	-168.954	-40.8958
240.562	-199.574	-22.2496
219.628	-165.82	-31.1888
241.137	-199.34	-41.5119
244.321	-163.702	-12.5916
246.057	-194.656	-20.0531
249.668	-173.857	-16.4326
206.038	-188.444	-1.27653
230.036	-194.803	-43.7263
204.333	-184.042	-20.3866
220.095	-164.026	-30.1916
247.991	-192.602	-4.48399
211.048	-150.151	-4.77356
239.068	-151.682	-12.2333
220.97	-173.479	-22.8826
243.664	-154.971	-42.0087
247.801	-158.51	-8.30742
-87.0801	168.186	96.2085
-87.9366	177.916	96.0047
-51.3486	152.111	98.254
-86.0748	154.335	97.9353
-57.4074	155.144	118.891
-84.9813	189.463	126.329
191.127	-138.882	-63.4322
155.342	-105.11	-56.2007
153.71	-105.292	-70.1861
199.853	-133.86	-56.9611
192.837	-121.128	-70.7853
152.759	-142.759	-82.4884
183.676	-126.239	-58.6963
187.188	-102.382	-61.4163
164.182	-136.291	-79.8637
173.794	-145.154	-65.2852
198.56	-104.513	-52.4683
196.708	-128.986	-70.8927
153.475	-108.599	-55.5328
182.274	-103.667	-45.569
153.317	-135.031	-84.1181
198.305	-137.274	-51.7518
175.445	-108.216	-50.1668
175.346	-126.557	-68.2484
160.666	-135.47	-68.1523
173.61	-135.929	-48.1252
194.833	-108.011	-47.6161
192.883	-108.675	-57.9242
152.625	-147.228	-89.9795
156.333	-127.462	-64.7572
174.387	-115.468	-78.3256
196.036	-129.072	-74.8578
158.445	-118.209	-53.1421
155.235	-115.304	-63.4957
176.075	-126.148	-46.5987
191.751	-127.224	-72.155
-95.4943	72.7537	-61.6325
-99.3184	78.5459	-78.9162
-92.0016	90.3563	-59.4653
-62.0587	80.8566	-53.952
-52.6376	78.8339	-76.3511
-86.7812	91.0208	-57.3908
-63.007	58.9589	-89.1069
-66.3721	93.3268	-84.6352
-54.7562	65.8182	-74.7891
-70.7782	55.9698	-66.3115
-52.3106	71.003	-88.6042
-70.2891	53.4377	-58.4035
-80.6547	68.3901	-87.5384
-71.3059	77.506	-80.6932
-60.4837	82.9331	-60.1615
-59.2172	81.2516	-59.1706
-84.3591	55.9324	-81.4105
-51.9417	57.8448	-72.2199
-61.9411	81.5362	-45.2983
-56.6618	85.3042	-53.0451
-62.9413	94.0161	-82.6243
-72.0552	55.3118	-67.5211
-60.7082	71.0417	-78.6931
-64.3043	79.8352	-55.2841
-93.2565	69.673	-49.1165
-64.8015	96.4157	-47.3599
-73.6799	98.6163	-61.3811
-67.6871	77.5872	-64.2351
-50.7532	61.5302	-69.8265
-99.8836	77.9338	-47.7072
-81.6193	69.5746	-58.7205
-82.5059	93.4479	-84.4172
-55.7636	71.3604	-81.6237
-86.3417	58.8342	-61.7979
-74.0722	54.8437	-67.4178
-53.4363	81.7718	-47.5347
-60.5916	72.5116	-46.4997
-61.4053	71.253	-60.8686
-93.3409	91.687	-80.1209
-61.7541	74.6472	-56.6846
-88.3414	56.8326	-58.7871
-75.7941	69.2669	-86.7104
-99.6779	61.4885	-55.0992
-82.8851	58.786	-64.6244
-78.6709	56.4979	-72.2717
-72.9041	70.8565	-63.8804
-77.4518	64.0584	-55.3102
-62.7936	89.2797	-47.6502
-78.2378	86.1198	-47.3152
-59.0954	89.6378	-66.8968
-51.7015	78.6346	-60.3626
-85.4966	63.3382	-62.4148
-50.335	53.7371	-77.6616
-85.1332	61.0733	-68.0308
-76.9857	62.3648	-77.1917
-66.9183	77.7106	-54.3552
-52.5244	95.4236	-56.7785
-68.5637	74.6836	-61.623
-52.5731	69.5535	-72.2551
-63.9685	76.0064	-64.2833
-82.3277	51.1473	-74.8486
-93.3733	70.7827	-52.5867
-59.5799	67.7371	-79.0748
-75.1293	58.9091	-62.9768
-84.5198	53.1232	-62.3857
-87.2591	72.4239	-52.5908
-93.5982	93.3	-46.8336
-76.1108	99.5264	-78.9039
-52.2242	64.5379	-88.4607
-76.5549	90.9552	-83.7856
-68.714	98.0131	-72.5051
-70.96	59.2759	-85.7315
-72.2834	79.6707	-85.6879
-83.4609	92.4878	-57.8695
-99.5101	54.9565	-75.7896
-95.805	92.1856	-61.9061
-82.1783	88.8688	-81.7279
-59.515	65.2742	-84.931
-66.3464	53.823	-47.1278
-79.2257	74.7922	-77.8364
-68.0255	82.8479	-52.9646
-69.5276	62.8771	-59.7082
53.8903	-160.828	-99.2318
77.0898	-196.636	-91.8871
64.5756	-180.311	-119.073
51.835	-158.896	-101.869
52.2608	-162.692	-113.52
69.7759	-158.166	-96.5623
52.3882	-176.831	-120.936
58.9844	-166.377	-92.5952
51.9485	-159.184	-108.998
70.3179	-172.586	-106.637
74.8323	-177.922	-114.188
99.5512	-162.359	-125.447
69.8763	-192.791	-97.1306
50.276	-174.211	-99.6314
67.5666	-182.632	-92.4474
50.6957	-172.4	-92.6745
54.4904	-192.756	-117.24
99.9317	-169.21	-112.706
71.6821	-158.26	-120.445
55.9458	-150.928	-105.206
87.0727	-150.218	-93.0793
91.9874	-199.75	-128.118
55.7684	208.878	-95.8615
62.6431	206.827	-98.7364
51.6053	219.354	-107.918
53.204	235.861	-98.1283
51.8578	215.509	-92.3506
72.5201	203.625	-98.5451
50.51	205.478	-100.641
89.123	223.169	-110.812
51.6361	210.409	-103.05
52.901	200.323	-96.3428
61.9453	247.266	-95.4978
97.5158	219.561	-106.438
51.8417	226.276	-104.104
72.34	204.35	-99.1421
62.9769	215.121	-116.241
66.8181	246.843	-93.2255
52.0396	234.513	-91.2389
55.5884	246.576	-94.3278
50.2518	225.916	-99.5615
56.221	236.314	-93.6964
92.4423	222.908	-116.494
69.0979	212.81	-102.317
51.9575	206.139	-98.3876
50.3552	205.139	-101.512
54.4333	201.162	-94.6451
74.4244	246.515	-97.471
51.7735	223.226	-106.659
93.0817	223.251	-113.881
53.6787	213.903	-97.5941
51.2346	242.46	-95.4412
90.3101	247.906	-99.9316
-113.443	-88.1133	-105.147
-134.204	-90.6775	-123.102
-112.087	-55.334	-103.125
-110.314	-51.0853	-103.42
-126.611	-54.0295	-100.339
-127.893	-77.0742	-120.143
-115.068	-62.2584	-97.4479
-123.358	-85.8656	-115.87
-116.417	-50.8397	-98.8454
-143.901	-58.4153	-100.263
-148.486	-97.9818	-125.544
-120.92	-60.5162	-102.942
-103.992	-55.785	-101.865
-112.087	-52.0585	-94.0076
-102.761	-53.4639	-91.7591
-140.999	-52.5409	-97.9145
-140.366	-54.5563	-90.7881
-130.941	-52.6999	-104.344
-103.245	-56.735	-96.1307
-128.228	-83.8056	-104.495
-101.468	-74.5183	-96.2644
-114.463	-57.3852	-100.64
-101.472	-50.4796	-93.5188
-104.519	-50.4896	-90.3402
-111.416	-53.5548	-91.4367
-130.456	-52.7427	-92.5068
138.097	54.9157	-93.241
132.85	63.5915	-117.071
139.703	71.1039	-107.282
116.887	90.4579	-124.76
142.817	55.3598	-95.0328
112.602	66.5236	-97.8235
110.666	52.8153	-94.347
106.681	84.7938	-104.446
111.738	79.3039	-115.043
116.184	55.8171	-100.574
124.978	77.6205	-130.8
137.203	71.6239	-105.005
116.587	55.6662	-99.8035
109.881	53.4968	-91.1698
143.421	67.5386	-109.285
120.115	53.1007	-90.5989
125.325	52.5184	-99.4067
125.326	80.3767	-106.192
147.224	52.9271	-94.6168
109.196	74.1655	-94.299
131.85	85.1311	-111.358
121.37	74.1863	-90.0046
133.053	54.8832	-95.5187
113.8	51.0357	-95.1898
106.867	51.7061	-98.7916
126.701	95.4069	-98.9659
110.35	56.6137	-98.0969
122.669	58.4299	-97.2509
142.387	59.5479	-128.549
103.746	51.4861	-92.7025
130.915	76.0222	-118.779
113.275	54.2807	-98.2524
139.689	76.922	-100.407
118.263	89.9994	-106.435
60.2023	-125.733	-59.0572
52.7746	-100.114	-63.6044
77.7882	-120.893	-75.2468
95.3171	-127.894	-80.3919
74.5538	-116.483	-54.2216
54.8008	-117.89	-89.7688
72.7527	-121.253	-45.034
69.6251	-133.753	-48.2669
85.7509	-110.252	-76.6596
56.5184	-118.747	-69.4419
53.9068	-136.815	-68.3083
74.7227	-137.668	-73.756
90.1679	-106.747	-47.7755
57.1336	-138.882	-75.9497
55.3394	-139.881	-88.023
64.8646	-127.993	-74.7711
60.4281	-140.503	-63.6668
89.1976	-145.405	-64.2068
68.5972	-102.863	-57.4923
75.933	-100.875	-48.429
60.2997	-122.68	-46.5548
75.2959	-136.028	-66.1534
51.1343	-108.376	-71.3667
61.8834	-116.932	-74.754
60.3997	-114.302	-85.6619
66.5112	-145.671	-56.0517
98.2262	-116.889	-79.6256
52.5238	-108.806	-67.0886
63.5051	-145.152	-50.5515
62.9759	-100.132	-52.0097
82.6402	-149.691	-87.3594
65.7992	-101.066	-55.8247
57.6532	-131.014	-87.6664
83.512	-113.813	-57.5682
52.7841	-127.185	-78.2285
86.4328	-136.192	-85.554
94.3481	-123.979	-74.253
81.938	-127.774	-85.1131
56.3818	-131.001	-46.4536
60.385	-148.971	-49.7986
55.5809	-136.945	-62.0805
89.007	-102.93	-57.8699
50.4618	-144.498	-73.0693
58.768	-141.672	-84.6246
76.8515	-128.346	-88.3452
96.1208	-127.121	-62.8215
51.8366	-127.638	-88.6557
94.2028	-113.582	-55.0071
73.6005	-100.695	-61.3099
58.1006	-104.951	-48.0909
85.4271	-105.84	-58.0974
85.1179	-121.635	-53.3932
-173.989	115.033	-35.3767
-167.693	132.471	-44.1977
-176.542	108.013	-3.01632
-166.559	143.416	-36.3162
-177.062	110.055	-28.8766
-158.206	110.62	-7.93118
-164.899	123.424	-5.7922
-185.82	148.833	-43.6289
-164.645	131.396	-26.8076
-166.615	140.559	-36.8832
-150.122	122.642	-20.0582
-162.026	148.553	-32.5231
-178.394	137.785	-14.407
-160.205	106.051	-2.72744
-199.415	111.231	-19.3252
-175.744	137.915	-33.729
-155.038	110.694	-15.4721
-151.284	119.763	-16.6527
-199.466	111.593	-41.6101
-176.787	116.808	-37.2984
-176.308	112.444	-9.00829
-182.138	101.432	-28.1935
-166.401	112.58	-28.5029
